Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30
H2NV02395,"AMODEI, MARK EUGENE",I,2,REP,49060.9,0,112381.68,0,292933.19,229612.41,0,0,0,0,0,9000,13399,NV,2,,,,,,34000,0,3/31/2019,1000,0
H6NV03139,"ROSEN, JACKY",I,1,DEM,546628.27,29500,223662.5,0,179031.86,501997.63,0,0,0,0,0,15000,216092.13,NV,3,,,,,,65000,0,3/31/2019,7593.25,0
H6NV03147,"SINGER, ALEX CHANNING",O,1,DEM,0,0,0,0,878.24,878.24,0,0,0,0,0,0,0,NV,3,,,,,,0,0,3/31/2019,0,0
H6NV04020,"LEE, SUSIE",I,1,DEM,448090.74,0,52410.41,0,12693.62,408373.95,45,0,0,0,0,0,302077.64,NV,3,,,,,,135500,1500,3/31/2019,400,0
H8NV03192,"LOVE, JOHN DENNIS",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,NV,3,,,,,,0,0,1/31/2019,0,0
H2NV04045,"TARKANIAN, DANNY",,2,REP,6442.98,0,36371,0,32143.71,2215.69,0,0,0,23704.04,0,65995.91,3050,NV,3,,,,,,0,0,3/31/2019,5750,0
H4NV01153,"TEIJEIRO, ANNETTE",O,2,REP,0,0,15,0,10129.91,10114.91,0,0,0,0,0,11836.24,0,NV,3,,,,,,0,0,3/31/2019,0,0
H6NV03097,"TEIJEIRO, ANNETTE",O,2,REP,0,0,15,0,10129.91,10114.91,0,0,0,0,0,11836.24,0,NV,3,,,,,,0,0,3/31/2019,0,0
H6NV03105,"FIORE, MICHELE",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,NV,3,,,,,,0,0,3/31/2019,0,0
H8NV03184,"SEAMAN, VICTORIA",O,2,REP,0,0,12157.83,0,12157.83,0,0,0,0,0,0,0,0,NV,3,,,,,,0,0,3/31/2019,0,0
H8NV03218,"MORTENSEN, MICHELLE",O,2,REP,2700,0,2767.28,0,67.28,0,0,0,0,0,0,0,2700,NV,3,,,,,,0,0,6/30/2019,0,0
H2NV00050,"KIHUEN, RUBEN",I,1,DEM,0,0,163089.82,0,318032.54,154942.72,0,0,0,0,0,0,0,NV,4,,,,,,0,0,3/31/2019,0,0
H2NV04011,"HORSFORD, STEVEN ALEXZANDER",I,1,DEM,371389.18,0,89484.95,0,27972.03,309876.26,0,0,0,0,0,5000,122889.18,NV,4,,,,,,248500,0,3/31/2019,60,0
H6NV04012,"FLORES, LUCY",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,NV,4,,,,,,0,0,3/31/2019,0,0
H8NV04018,"VILELA, AMY",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,17433.35,0,NV,4,,,,,,0,0,3/31/2019,0,0
H8NV04034,"ANZALONE, JOHN ANTHONY DR.",O,1,DEM,0,0,0,0,2138.05,2138.05,0,0,0,0,0,4240,0,NV,4,,,,,,0,0,3/31/2019,0,0
H0NV04015,"MARCHANT, JIM",C,2,REP,14647.43,0,9095.75,0,0,5551.68,0,100,0,0,0,100,14547.43,NV,4,,,,,,0,0,3/31/2019,0,0
H0NV04023,"PETERS, SAMUEL JAMES MR",C,2,REP,5000,0,835.41,0,4164.59,8329.18,5000,0,0,0,0,0,0,NV,4,,,,,,0,0,3/31/2019,0,0
H8NY01155,"GERSHON, PERRY",C,1,DEM,2.09,0,155.68,0,153.59,0,0,0,0,0,0,0,0,NY,1,,,,,,0,0,1/10/2019,138.18,0
H8NY01163,"PECHEFSKY, DAVID",C,1,DEM,1000,0,152.75,0,42.27,889.52,1000,0,0,0,0,60000,0,NY,1,,,,,,0,0,3/31/2019,0,0
H8NY01171,"HENRY, BRENDON T",C,1,DEM,0.06,0,32,0,1868,1836,0,0,0,0,0,0,0,NY,1,,,,,,10,0,3/31/2019,0,0
H8NY01197,"BROWNING, KATE M.",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,1,,,,,,0,0,1/29/2019,0,0
H8NY01148,"ZELDIN, LEE M",I,2,REP,601177.06,85048.6,196269.89,0,24570.69,429477.86,0,0,0,0,0,0,311291,NY,1,,,,,,189850,6250,3/31/2019,0,0
H6NY01118,"CALONE, DAVID L",C,3,OTH,0,0,48.99,0,172299.88,172250.89,0,0,0,0,0,250000,0,NY,1,,,,,,0,0,3/31/2019,0,0
H6NY02124,"GREGORY, DUWAYNE",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,2,,,,,,0,0,2/11/2019,0,0
H8NY02070,"GOMES, TIM",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,2,,,,,,0,0,3/31/2019,0,0
H8NY02104,"GRECHEN SHIRLEY, LIUBOV LIUBA",C,1,DEM,1415.09,0,15919.79,0,18794.78,4290.08,0,0,0,0,0,0,83.33,NY,2,,,,,,0,0,3/31/2019,1771,0
H2NY03089,"KING, PETE",I,2,REP,145830.38,80340.72,100888.98,0,819931.93,864873.33,0,0,0,0,0,0,34490.06,NY,2,,,,,,30825.25,0,3/31/2019,0,0
H0NY03059," WEINSTOCK, MICHAEL S",C,1,DEM,16795,0,39980,0,25000,1815,0,0,0,0,0,0,16795,NY,3,,,,,,0,0,3/31/2019,0,0
H6NY03247,"SUOZZI, THOMAS",I,1,DEM,168744.21,0,349493.8,0,1320976.28,1140226.69,0,0,0,0,0,379.2,47795,NY,3,,,,,,120001.1,0,3/31/2019,0,0
H0NY02176,"LABATE, STEPHEN A",C,2,REP,0,0,0,0,193.04,193.04,0,0,0,0,0,27900,0,NY,3,,,,,,0,0,3/31/2019,0,0
H4NY03077,"LALLY, GRANT M",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,21497.83,0,NY,3,,,,,,0,0,3/31/2019,0,0
H8NY03151,"DEBONO, DAN",C,2,REP,0,0,50.84,0,50.84,0,0,0,0,0,0,0,0,NY,3,,,,,,0,0,2/25/2019,0,0
H8NY03177,"SAUBERMAN, JOSHUA A",C,3,IND,127,0,89.85,0,-2114.96,-2077.81,0,0,0,0,0,59374.47,127,NY,3,,,,,,0,0,3/31/2019,0,0
H4NY04075,"RICE, KATHLEEN",I,1,DEM,128881.94,2900,152917.73,0,293996.89,269961.1,0,0,0,0,0,0,97975.75,NY,4,,,,,,24500,0,3/31/2019,4700,0
H0NY04057,"SCATURRO, FRANK MR.",O,2,REP,0,0,0,0,1050.31,1050.31,0,0,0,0,0,262265,0,NY,4,,,,,,0,0,3/31/2019,0,0
H8NY04084,"BENNO, AMEER",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,4,,,,,,0,0,3/31/2019,0,0
H6NY05051,"SANDERS, JAMES JR",C,1,DEM,0,0,163.31,0,26386.57,26223.26,0,0,0,0,0,0,0,NY,5,,,,,,0,0,3/31/2019,0,0
H8NY05107,"ACHILLE, CARL H.",C,1,DEM,0.23,0,236.69,0,236.46,0,0,0,0,0,0,1173.06,0,NY,5,,,,,,0,0,4/1/2019,0,0
H8NY05123,"CHOUDHURY, MIZANUR",C,1,DEM,0,0,45,0,-8031.1,-8076.1,0,0,0,0,0,750,0,NY,5,,,,,,0,0,3/31/2019,0,0
H8NY06048,"MEEKS, GREGORY W.",I,1,DEM,227824.03,0,99757.7,0,151354.36,279420.69,0,0,0,0,0,0,98060,NY,5,,,,,,129750,0,3/31/2019,0,0
H6NY05077,"O'REILLY, MICHAEL",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,5,,,,,,0,0,3/31/2019,0,0
H2NY06116,"MENG, GRACE",I,1,DEM,79109,0,162549.36,0,975747.63,892307.27,0,0,0,0,0,0,58344.45,NY,6,,,,,,20500,0,3/31/2019,0,0
H2NY09102,"LANCMAN, RORY",C,3,WFP,0,0,0,0,10249.21,10249.21,0,0,0,0,0,238090.98,0,NY,6,,,,,,0,0,3/31/2019,0,0
H2NY00010,"VELAZQUEZ, NYDIA M.",I,1,DEM,284080.35,0,106770.91,0,183412.7,360722.14,0,0,0,0,0,7736.52,233580.35,NY,7,,,,,,50500,0,3/31/2019,3200,0
H0NY07084,"PEREIRA, AVERY MR",C,2,REP,1240,0,7.93,0,0,1232.07,1000,0,0,0,0,0,240,NY,7,,,,,,0,0,3/31/2019,0,0
H2NY10092,"JEFFRIES, HAKEEM",I,1,DEM,698952.55,0,284353.69,0,1269682.34,1684281.2,0,0,0,0,0,0,425824.31,NY,8,,,,,,272800,0,3/31/2019,0,0
H2NY09086,"WEPRIN, DAVID I",O,1,DEM,0,0,300,0,21149.36,20849.36,0,0,0,0,0,0,0,NY,9,,,,,,0,0,3/31/2019,0,0
H4NY11138,"CLARKE, YVETTE",I,1,DEM,83990,0,50747.77,0,36378.15,69620.38,0,0,0,0,0,13500,7740,NY,9,,,,,,76250,0,3/31/2019,0,0
H8NY09158,"BUNKEDDEKO, ADEM",C,1,DEM,6600,0,6205.21,0,324.23,719.02,0,0,0,0,0,8257.21,6600,NY,9,,,,,,0,0,3/31/2019,0,0
H8NY09174,"GAYOT, LUTCHI",C,2,REP,0,0,0,0,265.87,265.87,0,0,0,0,0,3400,0,NY,9,,,,,,0,0,3/31/2019,0,0
H2NY17071,"NADLER, JERROLD L.",I,1,DEM,211890.75,0,183751.18,0,610425.43,638565,0,0,0,0,0,0,101390.75,NY,10,,,,,,110500,0,3/31/2019,2000,0
H6NY10127,"ROSENBERG, MIKHAIL OLIVER",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,250000,0,NY,10,,,,,,0,0,3/31/2019,0,0
H8NY10081,"LYNCH, HOLLY",C,1,DEM,30749.03,0,18650.44,10000,15423.06,27521.65,25000,0,0,0,0,0,5749.03,NY,10,,,,,,0,0,3/31/2019,0,0
H8NY10099,"LEVIN, NAOMI",C,2,REP,2885.49,0,1850.49,0,3255.88,4290.88,2885.49,0,0,0,0,0,0,NY,10,,,,,,0,0,4/17/2019,0,0
H8NY11063,"MELSON, BOYD",C,1,DEM,0,0,0,0,9079.14,9079.14,0,0,0,0,0,0,0,NY,11,,,,,,0,0,3/31/2019,0,0
H8NY11105,"VAID, OMAR M",C,1,DEM,151.44,0,1726.3,0,798.11,10.68,0,151.44,0,0,0,111607.4,0,NY,11,,,,,,0,0,3/31/2019,1666.36,0
H8NY11113,"ROSE, MAX",I,1,DEM,603336.72,24000,221163.91,0,237992.13,620164.94,0,0,0,0,0,142686.92,454901.37,NY,11,,,,,,124227,0,3/31/2019,6515.48,13.89
H8NY11139,"MOHAN, RADHAKRISHNA",C,1,DEM,0,0,312,0,2029.33,1717.33,0,0,0,0,0,83395,0,NY,11,,,,,,0,0,3/31/2019,0,0
H0NY11078,"MALLIOTAKIS, NICOLE",C,2,REP,300563.55,0,16245.11,0,0,284318.44,2700,0,0,0,0,0,258913.55,NY,11,,,,,,38950,0,3/31/2019,0,0
H0NY13074,"GRIMM, MICHAEL",C,2,REP,0,0,80,0,30118.71,30038.71,0,0,0,0,0,26334.1,0,NY,11,,,,,,0,0,3/31/2019,0,0
H6NY11174,"DONOVAN, DAN",I,2,REP,316.2,0,94691.16,0,97462.13,3087.17,0,0,0,0,0,0,0,NY,11,,,,,,0,0,3/31/2019,825,0
H0NY12175,"ASHCRAFT, LAUREN",C,1,DEM,1319.4,0,178.79,0,0,1140.61,152.4,500,0,0,0,500,667,NY,12,,,,,,0,0,3/31/2019,0,0
H2NY14037,"MALONEY, CAROLYN B.",I,1,DEM,367778,0,134936.8,0,107908.65,340749.85,0,0,0,0,0,0,162778,NY,12,,,,,,205000,0,3/31/2019,0,0
H8NY12137,"HICKS, SANDER",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,12,,,,,,0,0,4/12/2019,0,0
H8NY12145,"RABIN, ELIOT MR.",C,2,REP,64.91,0,658.32,0,296.41,0,20.13,44.78,0,0,0,575,0,NY,12,,,,,,0,0,3/31/2019,0,0
H2NY13096,"ESPAILLAT, ADRIANO",I,1,DEM,72165,750,98257.86,750,268023.83,241930.97,0,0,0,0,0,0,6415,NY,13,,,,,,65000,0,3/31/2019,0,0
H6NY13105,"WRIGHT, KEITH L T",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,200037.72,0,NY,13,,,,,,0,0,3/31/2019,0,0
H8NY07046,"CROWLEY, JOSEPH",I,1,DEM,24000.99,0,32780.34,0,8779.35,0,13120.24,0,0,0,0,0,0,NY,14,,,,,,5000,0,5/30/2019,-5400,-20400
H8NY15148,"OCASIO-CORTEZ, ALEXANDRIA",I,1,DEM,727941.77,0,266817.36,0,365236.59,826361,0,0,0,0,0,1816.06,726347.61,NY,14,,,,,,0,0,3/31/2019,1032,0
H6NY14244,"SPOTORNO, FRANK",C,2,REP,0,0,6,0,-4165.61,-4171.61,0,0,0,0,0,155560,0,NY,14,,,,,,0,0,3/31/2019,0,0
H0NY18065,"SERRANO, JOSE E.",I,1,DEM,13750,0,14968.89,0,65410.9,64192.01,0,0,0,0,0,0,1250,NY,15,,,,,,12500,0,3/31/2019,0,0
H0NY15111,"FAULKNER , MICHEL",C,2,REP,0,0,0,0,232.13,232.13,0,0,0,0,0,10900,0,NY,15,,,,,,0,0,3/31/2019,0,0
H0NY16127,"BELVIN, KENNETH LEWIS III",C,1,DEM,3127.23,0,2237.63,0,0,889.6,0,0,0,0,0,0,3127.23,NY,16,,,,,,0,0,3/31/2019,0,0
H8NY19058,"ENGEL, ELIOT L.",I,1,DEM,111119.1,0,126543.46,0,197027.48,181603.12,0,0,0,0,0,0,93819.1,NY,16,,,,,,17000,300,3/31/2019,0,500
H8NY20056,"LOWEY, NITA M",I,1,DEM,241067.9,26000,232267.89,0,930765.78,939565.79,0,0,0,0,0,0,107270.71,NY,17,,,,,,107700,0,3/31/2019,0,0
H8NY17110,"CIARDULLO, JOSEPH JOHN",C,3,REF,0,0,62.3,0,72.3,10,0,0,0,42.3,0,0,0,NY,17,,,,,,0,0,3/31/2019,0,0
H2NY22139,"MALONEY, SEAN PATRICK",I,1,DEM,217653.15,0,102824.84,0,22233.56,137061.87,0,0,0,0,0,903.66,183717.21,NY,18,,,,,,33900,0,3/31/2019,-5270.33,-1000
H6NY18161,"BROWN, SAKIMA",C,2,REP,14.81,0,195,0,11844.58,11664.39,0,0,0,0,0,0,10,NY,18,,,,,,0,0,3/31/2019,0,0
H6NY18179,"CASTRICONE, DAN",C,2,REP,0,0,0,0,2835.57,2835.57,0,0,0,0,0,29793.41,0,NY,18,,,,,,0,0,3/31/2019,0,0
H6NY18203,"OLIVA JR, PHIL",C,2,REP,0,0,0,0,256.15,256.15,0,0,0,0,0,2700,0,NY,18,,,,,,0,0,3/31/2019,0,0
H8NY18274,"O'DONNELL, JAMES D",C,2,REP,0,0,8182.48,0,94858.32,86675.84,0,0,0,0,0,50000,0,NY,18,,,,,,0,0,3/31/2019,0,0
H4NY18109,"SMITH, SCOTT A",C,3,UNK,443,0,354,0,179,268,343,0,0,0,0,6600,100,NY,18,,,,,,0,0,3/31/2019,0,0
H8NY19173,"FLYNN, BRIAN",C,1,DEM,0,0,3501.55,0,3501.55,0,0,0,0,3174.6,0,0,0,NY,19,,,,,,0,0,2/10/2019,0,0
H8NY19181,"DELGADO, ANTONIO",I,1,DEM,755125.31,0,151670.74,0,78600.44,682055.01,0,0,0,0,0,0,684112,NY,19,,,,,,69950,0,3/31/2019,5979.13,2000
H8NY19215,"BEALS, JEFFREY",C,1,DEM,777.99,0,9807.4,0,9029.41,0,0,777.99,0,0,0,0,0,NY,19,,,,,,0,0,4/18/2019,8100,0
H8NY19223,"RYAN, PATRICK",C,1,DEM,645,0,4778.9,0,4953.57,819.67,0,0,0,4000,0,11000,0,NY,19,,,,,,0,0,3/31/2019,0,0
H6NY19169,"FASO, JOHN J. MR.",I,2,REP,35987.73,3834.04,10578.38,0,176886.56,202295.91,0,0,0,0,0,0,0,NY,19,,,,,,0,0,3/31/2019,0,0
H6NY19193,"HEANEY, ANDREW",O,2,REP,0.15,0,22.5,0,825.53,803.18,0,0,0,0,0,273312.5,0,NY,19,,,,,,0,0,3/31/2019,0,0
H6NY19227,"BISHOP, BOB",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,50642.23,0,NY,19,,,,,,0,0,3/31/2019,0,0
H8NY19249,"NEAL, DIANE",C,3,NPA,0,0,17121.77,0,17121.77,0,0,0,0,16969.87,0,171210.73,0,NY,19,,,,,,0,0,1/10/2019,0,0
H0NY20079,"MURPHY, SCOTT M",I,1,DEM,0,0,0,0,19624.58,19624.58,0,0,0,0,0,0,0,NY,20,,,,,,0,0,3/31/2019,0,0
H8NY20080,"FEINER, PAUL J",C,1,DEM,1.5,0,0,0,40938.19,40939.69,0,0,0,0,0,0,0,NY,20,,,,,,0,0,3/31/2019,0,0
H8NY21203,"TONKO, PAUL DAVID",I,1,DEM,177087.31,0,78317.13,0,688670.01,787440.19,0,0,0,0,0,0,35636.48,NY,20,,,,,,141041.14,0,3/31/2019,25,0
H0NY23081,"OWENS, WILLIAM",C,1,DEM,1000,0,2336.25,0,1336.25,0,0,0,0,0,0,0,0,NY,21,,,,,,0,0,3/31/2019,0,0
H2NY21115,"NELSON, PATRICK F",C,1,DEM,80,0,193.55,0,94.56,-18.99,80,0,0,0,0,3100,0,NY,21,,,,,,0,0,3/31/2019,0,0
H8NY21245,"COBB, TEDRA",C,1,DEM,46561.96,0,14613.18,0,39321.44,71270.22,0,0,0,0,0,0,46557.01,NY,21,,,,,,0,0,3/31/2019,2.72,0
H8NY21252,"WILSON, KATIE",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,21,,,,,,0,0,1/17/2019,0,0
H8NY21260,"MARTZ, EMILY",C,1,DEM,0,0,66.7,0,181.37,114.67,0,0,0,0,0,0,0,NY,21,,,,,,0,0,1/30/2019,0,0
H8NY21328,"IDLEMAN, SARA",C,1,DEM,0,0,3500,3500,3504,4,0,0,0,0,0,0,0,NY,21,,,,,,0,0,2/28/2019,0,0
H8NY21336,"MASTRIANNI, DAVID",C,1,DEM,0,0,89.85,0,491.45,401.6,0,0,0,0,0,42200,0,NY,21,,,,,,0,0,3/31/2019,0,0
H0NY23057,"DOHENY, MATTHEW A",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,3159627.89,0,NY,21,,,,,,0,0,3/31/2019,0,0
H4NY21079,"STEFANIK, ELISE M.",I,2,REP,359638.82,101790.74,79557.96,0,352228.72,632309.58,0,0,0,0,0,0,132090.5,NY,21,,,,,,124830,0,3/31/2019,0,0
H8NY22151,"BRINDISI, ANTHONY",I,1,DEM,457678.64,0,70237.16,0,4862.61,392304.09,0,0,0,0,0,27500,289258.18,NY,22,,,,,,94700,0,3/31/2019,135.27,0
H0NY22075,"SAGER, FRANKLIN WALTON MR.",C,2,REP,2296.35,0,2296.35,0,0,0,0,2196.35,0,0,0,2196.35,100,NY,22,,,,,,0,0,3/31/2019,0,0
H4NY22051,"TENNEY, CLAUDIA",I,2,REP,9768.2,8548.49,17059.38,5400,76982.8,69691.62,0,0,0,5400,0,104600,0,NY,22,,,,,,0,0,3/31/2019,0,0
H6NY22098,"PHILLIPS, GEORGE KARL MR",C,2,REP,50522,0,574.91,0,0,49947.09,5,0,0,0,0,0,49017,NY,22,,,,,,1500,0,3/31/2019,0,0
H6NY22114,"WELLS, STEVEN M",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,NY,22,,,,,,0,0,4/15/2019,0,0
H8NY23183,"MITRANO, TRACY",C,1,DEM,22913.11,5125.85,24575.9,0,19382.27,17719.48,0,0,0,0,0,904.32,17787.26,NY,23,,,,,,0,0,3/31/2019,161.38,0
H0NY23107,"HOFFMAN, DOUGLAS L. MR.",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,5390,0,NY,23,,,,,,0,0,5/13/2019,0,0
H0NY29054,"REED, THOMAS W",I,2,REP,347220.13,146385.95,126698.44,0,52239.48,272761.17,0,0,0,0,0,0,115435,NY,23,,,,,,85250,0,3/31/2019,25,0
H2NY24036,"MCHUGH, JOHN M",I,2,REP,13.06,0,0,0,71902.76,71915.82,0,0,0,0,0,0,0,NY,23,,,,,,0,0,3/31/2019,0,0
H8NY24090,"BALTER, DANA",C,1,DEM,1985.02,1059.48,8622.54,0,23985.42,17347.9,0,0,0,0,0,0,0,NY,24,,,,,,0,0,3/31/2019,3670.64,0
H4NY24073,"KATKO, JOHN M",I,2,REP,284964.05,77699.91,71188.23,0,48188.12,261963.94,0,0,0,0,0,0,62223,NY,24,,,,,,145000,0,3/31/2019,0,0
H8NY24116,"BASS, WILLIAM HENRY MR. JR",C,3,NPA,0,0,133,0,285.68,152.68,0,0,0,0,0,0,0,NY,24,,,,,,0,0,3/31/2019,0,0
H6NY03031,"SLAUGHTER, LOUISE",I,1,DEM,2155.4,0,207292.18,0,205136.78,0,0,0,0,0,0,0,0,NY,25,,,,,,0,0,2/7/2019,0,0
H8NY25105,"MORELLE, JOSEPH D",I,1,DEM,198267.86,0,165482.71,0,59235.42,92020.57,0,0,0,0,0,64609.89,67126.72,NY,25,,,,,,128541.14,0,3/31/2019,115,5000
H8NY25113,"WILT, ROBIN",O,1,DEM,1000,0,51,0,385.31,1334.31,1000,0,0,0,0,10000,0,NY,25,,,,,,0,0,3/31/2019,0,0
H4NY29098,"ASSINI, MARK W",C,2,REP,0,0,95,0,589.4,494.4,0,0,0,0,0,0,0,NY,25,,,,,,0,0,3/31/2019,0,0
H4NY27076,"HIGGINS, BRIAN",I,1,DEM,72818.23,0,136201.56,0,970989.74,907606.41,0,0,0,0,0,0,2350,NY,26,,,,,,69750,0,3/31/2019,0,0
H8NY27077,"REYNOLDS, THOMAS M",I,2,REP,120.89,0,1342,0,357664.28,356443.17,0,0,0,0,0,0,0,NY,26,,,,,,0,0,3/31/2019,0,0
H8NY27176,"MCMURRAY, NATHAN DOUGLAS",O,1,DEM,10388,0,1963,0,11577.01,20002.01,0,0,0,0,0,18000,10388,NY,27,,,,,,0,0,3/31/2019,0,0
H8NY26087,"BELLAVIA, DAVID GREGORY",C,2,REP,0,0,6504.7,0,6504.7,0,0,0,0,6504.7,0,38495.3,0,NY,27,,,,,,0,0,2/5/2019,0,0
H8NY29032,"COLLINS, CHRISTOPHER C",I,2,REP,5185.63,0,42152.79,0,204416.2,167449.04,0,0,0,0,0,0,0,NY,27,,,,,,5000,0,3/31/2019,0,0
H0NY27082,"WHITMER, DUANE JAMES",C,3,LIB,7227,0,6213.19,0,0,1013.81,3558,0,0,0,0,0,3669,NY,27,,,,,,0,0,3/31/2019,0,0
H6NY29168,"MASSA, ERIC JJ",I,1,DEM,0,0,505,0,43683.03,43178.03,0,0,0,0,0,0,0,NY,29,,,,,,0,0,3/31/2019,0,0
H6NY36015,"LAFALCE, JOHN J",C,1,DEM,687.29,0,3565,0,155716.34,152838.63,0,0,0,0,0,0,0,NY,29,,,,,,0,0,3/31/2019,0,0
H4NY29106,"KOLB, BRIAN M",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,3000,0,NY,29,,,,,,0,0,3/31/2019,0,0
H2OH02093,"KUNDRATA, FREDERICK LOUIS III",C,1,DEM,0,0,0,0,784.23,784.23,0,0,0,0,0,237687.81,0,OH,1,,,,,,0,0,3/31/2019,0,0
H8OH01084,"WEAVER, LAURA ANN",C,1,DEM,0,0,560,0,1571.79,1011.79,0,0,0,0,0,18262.26,0,OH,1,,,,,,0,0,3/31/2019,0,0
H8OH01118,"PUREVAL, AFTAB",C,1,DEM,0,0,4000,0,4026.4,26.4,0,0,0,0,0,19974.28,0,OH,1,,,,,,0,0,3/31/2019,0,0
H8OH01043,"CHABOT, STEVE",I,2,REP,311311.72,0,52265.37,0,23418.37,282464.72,0,0,0,0,0,0,238511.72,OH,1,,,,,,72800,0,3/31/2019,0,0
H6OH09073,"KUBALA, DIRK",C,3,LIB,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,1,,,,,,0,0,1/28/2019,0,0
H4OH02156,"TYSZKIEWICZ, MAREK",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,78001.98,0,OH,2,,,,,,0,0,3/31/2019,0,0
H8OH02124,"SCHILLER, JILL",C,1,DEM,1429.15,0,17686.28,0,20897,4639.87,0,0,0,15000,0,10000,0,OH,2,,,,,,0,0,3/31/2019,0,0
H2OH02085,"WENSTRUP, BRAD DR.",I,2,REP,265839.44,1008.26,90268.74,0,423970.64,599541.34,0,0,0,0,0,0,188252.64,OH,2,,,,,,75750,0,3/31/2019,5900,0
H6OH02102,"BRINKMAN, THOMAS E",C,2,REP,0,0,0,0,8476.82,8476.82,0,0,0,0,0,74370,0,OH,2,,,,,,0,0,3/31/2019,0,0
H2OH03125,"BEATTY, JOYCE",I,1,DEM,180132.45,0,160062.39,0,1266742.65,1286812.71,0,0,0,0,0,2500,16547,OH,3,,,,,,163550,0,3/31/2019,0,0
H2OH03141,"LONG, CHRIS",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,3,,,,,,0,0,3/31/2019,0,0
H4OH04046,"GARRETT, JANET PATRICIA MRS.",C,1,DEM,992,0,4465.9,0,5751.38,2277.48,0,0,0,0,0,4310.74,140,OH,4,,,,,,150,0,3/31/2019,0,0
H6OH04082,"JORDAN, JAMES D.",I,2,REP,484198.41,0,343190.4,0,722675.35,863683.36,0,0,0,0,0,0,453475.01,OH,4,,,,,,30500,0,3/31/2019,5400,0
H8OH05036,"LATTA, ROBERT EDWARD",I,2,REP,158890.28,0,128128.1,0,615601.92,646364.1,0,0,0,0,0,0,62850.28,OH,5,,,,,,86550,0,3/31/2019,0,0
H8OH06133,"ROBERTS, SHAWNA",C,1,DEM,46.18,0,534.63,0,2467.63,1979.18,0,0,0,0,0,0,46.18,OH,6,,,,,,0,0,3/31/2019,0,0
H0OH06189,"JOHNSON, BILL",I,2,REP,183904.7,0,65994.59,0,846067.58,963977.69,0,0,0,0,0,0,63062,OH,6,,,,,,119625,150,3/31/2019,0,0
H2OH07167,"HEALY-ABRAMS, JOYCE",O,1,DEM,0,0,0,0,290500.13,290500.13,0,0,0,0,0,290500.13,0,OH,7,,,,,,0,0,3/31/2019,0,0
H8OH07123,"HARBAUGH, KENNETH",C,1,DEM,1639.98,0,21206.05,0,19566.07,0,0,0,0,0,0,0,0,OH,7,,,,,,0,0,4/15/2019,-1250,-50
H8OH07131,"PIKUS, PATRICK",C,1,DEM,0,0,503.32,0,995.62,492.3,0,0,0,0,0,0,0,OH,7,,,,,,0,0,3/31/2019,0,0
H0OH18077,"GIBBS, ROBERT",I,2,REP,103075,0,23182.5,0,153613.73,233506.23,0,0,0,0,0,10000,10825,OH,7,,,,,,92250,0,3/31/2019,0,0
H6OH07119,"ROBERTSON, TERRY",C,2,REP,0,0,0,0,-1007.52,-1007.52,0,0,0,0,0,0,0,OH,7,,,,,,0,0,3/31/2019,0,0
H8OH07065,"AUSTRIA, STEVE C",C,2,REP,0,0,900,0,208953.6,208053.6,0,0,0,0,0,0,0,OH,7,,,,,,0,0,3/31/2019,0,0
H6OH08133,"REYNOLDS, ROGER",C,2,REP,0,0,0,0,44703.99,44703.99,0,0,0,0,0,70000,0,OH,8,,,,,,0,0,3/31/2019,0,0
H6OH08315,"DAVIDSON, WARREN",I,2,REP,86764.39,5544,79173.5,0,230007.51,237598.4,0,0,0,0,0,150000,37407,OH,8,,,,,,41600,0,3/31/2019,0,0
H2OH09031,"KAPTUR, MARCY HON.",I,1,DEM,98658.15,0,136153.1,0,661799.19,624304.24,0,0,0,0,0,0,10458.15,OH,9,,,,,,88200,0,3/31/2019,0,0
